order_item_id,order_id,product_id,quantity
242,10078,126,2
243,10078,115,2
244,10079,134,3
245,10079,123,1
246,10079,138,3
247,10079,160,2
248,10079,126,1
249,10080,159,2
250,10080,109,1
251,10080,146,3
252,10080,136,2
253,10081,160,2
254,10081,132,2
255,10081,124,3
256,10081,125,2
257,10081,140,3
258,10082,114,2
259,10082,164,2
260,10082,158,2
261,10083,141,1
262,10083,135,1
263,10084,142,1
264,10084,113,3
265,10085,124,3
266,10085,120,3
267,10085,148,2
268,10085,128,3
269,10086,111,1
270,10086,150,1
271,10086,112,1
272,10086,138,3
273,10086,135,3
274,10087,142,2
275,10087,122,3
276,10087,113,3
277,10087,126,3
278,10088,129,3
279,10089,158,1
280,10089,164,3
281,10090,145,1
282,10090,108,3
283,10091,101,3
284,10091,156,1
285,10091,159,3
286,10091,162,2
287,10092,120,1
288,10092,139,2
289,10092,146,2
290,10092,121,2
291,10093,107,2
292,10093,106,1
293,10093,144,3
294,10093,112,3
295,10094,115,1
296,10094,139,2
297,10094,161,2
298,10094,145,3
299,10095,134,3
300,10095,152,2
301,10096,149,2
302,10096,147,2
303,10096,153,1
304,10096,121,1
305,10096,163,3
306,10097,157,3
307,10097,137,1
308,10097,165,2
309,10097,111,1
310,10098,164,2
311,10098,123,1
312,10098,145,2
313,10099,159,1
314,10099,158,1
315,10100,106,3
316,10100,130,1
317,10101,145,3
318,10101,139,3
319,10101,116,1
320,10101,152,1
321,10101,101,2
322,10102,144,2
323,10102,154,3
324,10103,130,1
325,10103,101,1
326,10103,164,1
327,10104,129,2
328,10105,118,3
329,10106,113,1
330,10106,119,1
331,10106,156,2
332,10106,161,2
333,10107,131,1
334,10107,133,3
335,10107,154,1
336,10107,126,2
337,10108,117,1
338,10109,149,1
339,10109,102,2
340,10109,156,3
341,10109,130,3
342,10109,107,2
343,10110,118,1
344,10110,163,2
345,10111,159,3
346,10111,164,3
347,10111,105,2
348,10111,109,2
349,10112,124,1
350,10112,119,2
351,10112,103,1
352,10113,164,2
353,10114,150,3
354,10114,130,1
355,10114,109,2
356,10114,115,1
357,10114,140,3
358,10115,108,2
359,10115,118,3
360,10115,134,2
361,10116,160,1
362,10116,146,3
363,10116,145,2
364,10117,104,2
365,10117,134,1
366,10118,153,3
367,10118,140,1
368,10119,137,1
369,10120,115,2
370,10120,117,2
371,10120,143,2
372,10121,113,3
373,10121,143,3
374,10122,154,3
375,10122,156,1
376,10122,141,3
377,10122,108,2
378,10122,132,2
379,10123,115,3
380,10123,102,1
381,10123,103,3
382,10123,164,1
383,10124,124,3
384,10124,164,1
385,10124,148,1
386,10125,154,1
387,10125,142,3
388,10125,111,2
389,10125,118,2
390,10125,143,2
391,10126,129,1
392,10126,108,3
393,10126,150,3
394,10126,159,3
395,10127,150,3
396,10127,102,1
397,10127,125,1
398,10128,126,2
399,10128,108,3
400,10128,130,1
401,10129,129,1
402,10129,120,3
403,10129,135,1
404,10129,102,1
405,10129,117,3
406,10130,157,2
407,10130,148,1
408,10130,123,1
409,10130,125,1
410,10131,155,2
411,10131,164,2
412,10132,117,2
413,10132,135,2
414,10132,121,3
415,10132,148,1
416,10133,132,1
417,10133,147,1
418,10133,120,3
419,10133,165,2
420,10134,163,3
421,10134,113,1
422,10135,112,3
423,10135,125,1
424,10135,151,2
425,10136,116,2
426,10136,123,1
427,10137,155,3
428,10138,135,3
429,10138,101,2
430,10138,136,1
431,10138,153,2
432,10138,127,2
433,10139,138,2
434,10139,116,3
435,10139,114,3
436,10139,157,2
437,10140,153,2
438,10141,124,3
439,10141,143,1
440,10141,123,2
441,10141,109,1
442,10141,136,1
443,10142,141,2
444,10142,120,2
445,10142,157,2
446,10142,133,2
447,10143,124,1
448,10143,141,2
449,10144,157,2
450,10144,119,3
451,10144,125,3
452,10145,114,2
453,10145,132,3
454,10146,113,2
455,10146,102,1
456,10146,163,1
457,10147,154,1
458,10147,142,3
459,10147,107,3
460,10148,154,3
461,10149,135,2
462,10149,158,3
463,10149,136,2
464,10149,111,1
465,10149,132,3
466,10150,122,3
467,10151,133,3
468,10151,162,3
469,10151,107,3
470,10151,121,3
471,10152,127,2
472,10152,151,1
473,10153,101,2
474,10153,128,1
475,10153,163,3
476,10153,108,1
477,10153,150,3
478,10154,101,3
479,10154,122,3
480,10155,125,2
481,10155,149,3
482,10155,103,2
483,10155,123,2
484,10155,101,2
485,10156,119,2
486,10156,114,3
487,10156,110,1
488,10157,125,2
489,10157,112,1
490,10157,119,1
491,10158,143,1
492,10158,160,2
493,10158,105,1
494,10158,124,1
495,10158,161,2
496,10159,119,3
497,10159,121,3
498,10159,160,1
499,10159,148,3
500,10160,101,3
501,10160,121,2
502,10160,106,1
503,10160,102,2
504,10160,154,2
505,10161,154,2
506,10161,118,1
507,10161,132,2
508,10162,152,2
509,10162,105,2
510,10162,110,1
511,10162,148,1
512,10162,124,1
513,10163,102,3
514,10163,118,2
515,10163,151,3
516,10163,132,1
517,10163,112,3
518,10164,110,1
519,10164,165,2
520,10164,128,1
521,10165,163,3
522,10166,148,3
523,10166,102,3
524,10166,130,1
525,10166,115,2
526,10167,126,1
527,10168,123,1
528,10168,117,3
529,10168,131,1
530,10168,107,2
531,10169,133,2
532,10169,155,1
533,10170,112,2
534,10170,150,3
535,10170,101,1
536,10170,113,3
537,10171,131,1
538,10171,129,3
539,10172,140,3
540,10172,108,1
541,10173,103,1
542,10174,129,3
543,10174,154,1
544,10174,125,1
545,10174,156,2
546,10175,153,2
547,10175,120,2
548,10175,162,2
549,10175,155,1
550,10175,109,1
551,10176,110,3
552,10176,130,3
553,10176,152,3
554,10176,157,2
555,10176,117,3
556,10177,165,2
557,10177,122,2
558,10177,106,3
559,10177,135,3
560,10177,163,2
561,10178,118,2
562,10178,104,1
563,10178,146,2
564,10179,151,1
565,10180,151,1
566,10180,120,2
567,10181,154,2
568,10181,146,3
569,10182,155,2
570,10182,104,1
571,10182,160,2
572,10182,103,2
573,10183,158,1
574,10183,165,1
575,10183,106,1
576,10183,135,2
577,10184,152,3
578,10184,133,1
579,10184,164,3
580,10184,118,1
581,10185,137,2
582,10185,114,1
583,10186,120,1
584,10186,158,2
585,10186,102,3
586,10186,127,2
587,10187,109,3
588,10187,105,3
589,10187,120,3
590,10187,160,3
591,10188,162,2
592,10188,145,3
593,10188,125,2
594,10188,111,1
595,10188,128,2
596,10189,164,1
597,10189,128,1
598,10189,136,3
599,10189,142,2
600,10190,142,3
601,10191,123,2
602,10191,150,2
603,10192,160,3
604,10192,122,2
605,10193,132,2
606,10193,109,2
607,10193,139,1
608,10193,126,1
609,10194,102,3
610,10194,119,2
611,10195,151,1
612,10196,117,1
613,10196,142,3
614,10197,132,3
615,10198,150,3
616,10198,122,2
617,10198,106,2
618,10199,113,2
619,10199,156,2
620,10199,145,3
621,10199,129,3
622,10199,132,2
623,10200,136,2
624,10200,138,3
625,10200,162,1
626,10200,122,1
627,10201,131,3
628,10201,111,3
629,10201,106,3
630,10201,128,1
631,10201,165,3
632,10202,104,2
633,10202,116,1
634,10202,127,1
635,10202,126,3
636,10202,112,1
637,10203,128,1
638,10203,136,2
639,10203,150,2
640,10204,130,3
641,10204,151,2
642,10204,127,1
643,10204,141,1
644,10205,127,3
645,10205,109,2
646,10206,125,1
647,10206,163,3
648,10206,153,2
649,10206,152,3
650,10207,158,2
651,10207,156,3
652,10207,146,3
653,10207,106,3
654,10207,122,1
655,10208,135,3
656,10208,159,1
657,10208,160,3
658,10208,130,3
659,10209,148,1
660,10210,150,3
661,10210,146,1
662,10211,129,3
663,10212,144,1
664,10212,164,3
665,10212,117,2
666,10213,149,3
667,10213,144,2
668,10213,145,3
669,10213,123,1
670,10214,121,1
671,10214,135,3
672,10214,108,2
673,10215,149,1
674,10215,165,1
675,10215,105,3
676,10216,127,1
677,10216,138,1
678,10216,148,1
679,10216,155,1
680,10217,147,3
681,10217,161,2
682,10217,107,1
683,10217,126,3
684,10217,158,3
685,10218,151,1
686,10218,149,3
687,10218,120,1
688,10218,165,1
689,10218,124,1
690,10219,103,3
691,10220,152,3
692,10220,124,1
693,10220,130,3
694,10220,126,3
695,10221,111,1
696,10222,144,2
697,10222,135,3
698,10222,152,3
699,10223,119,1
700,10223,118,1
701,10223,162,2
702,10223,102,3
703,10223,134,2
704,10224,118,3
705,10224,134,1
706,10224,125,1
707,10224,155,3
708,10224,103,1
709,10225,129,3
710,10225,162,3
711,10226,133,1
712,10227,158,2
713,10227,163,1
714,10227,140,3
715,10228,145,1
716,10229,113,3
717,10229,117,1
718,10229,137,3
719,10229,109,1
720,10229,101,2
721,10230,115,1
722,10230,128,2
723,10231,113,1
724,10231,128,2
725,10231,104,3
726,10232,131,1
727,10232,148,1
728,10233,149,3
729,10233,128,2
730,10233,147,3
731,10233,129,1
732,10234,130,2
733,10234,103,3
734,10235,109,1
735,10235,137,1
736,10235,106,3
737,10235,108,3
738,10236,155,3
739,10237,151,3
740,10237,115,3
741,10237,138,3
742,10237,116,1
743,10237,124,1
744,10238,140,3
745,10238,104,3
746,10238,115,1
747,10239,147,1
748,10239,138,1
749,10239,165,3
750,10239,131,3
751,10239,137,1
752,10240,154,2
753,10241,155,1
754,10241,160,3
755,10241,157,1
756,10241,121,3
757,10241,129,3
758,10242,158,3
759,10242,134,1
760,10242,142,2
761,10243,127,3
762,10243,157,3
763,10244,135,3
764,10244,116,1
765,10244,148,3
766,10244,142,3
767,10245,159,2
768,10245,160,2
769,10245,121,2
770,10245,129,1
771,10245,165,3
772,10246,114,3
773,10246,102,3
774,10246,138,3
775,10246,111,1
776,10246,159,2
777,10247,133,3
778,10248,118,2
779,10248,146,3
780,10248,139,1
781,10248,160,1
782,10248,156,3
783,10249,104,1
784,10249,154,2
785,10250,136,2
786,10250,115,2
787,10250,161,1
788,10250,114,2
789,10250,141,2
790,10251,124,2
791,10252,104,3
792,10252,109,1
793,10252,146,3
794,10253,101,3
795,10254,115,2
796,10254,130,3
797,10255,136,1
798,10255,124,3
799,10256,133,1
800,10256,162,2
801,10256,115,2
802,10256,112,2
803,10257,121,1
804,10257,108,2
805,10257,110,1
806,10258,155,2
807,10258,136,1
808,10259,120,1
809,10259,144,2
810,10259,118,3
811,10260,159,2
812,10260,149,3
813,10260,119,2
814,10260,137,2
815,10261,117,3
816,10261,154,1
817,10261,160,3
818,10261,104,1
819,10261,120,2
820,10262,126,2
821,10263,142,2
822,10264,117,3
823,10265,130,2
824,10265,154,2
825,10265,163,2
826,10266,105,2
827,10266,157,1
828,10266,146,1
829,10266,129,2
830,10266,141,3
831,10267,108,3
832,10268,132,3
833,10269,123,1
834,10269,103,3
835,10270,105,3
836,10270,152,2
837,10270,154,3
838,10270,143,2
839,10271,162,2
840,10271,128,2
841,10271,138,1
842,10271,119,3
843,10272,133,3
844,10273,153,1
845,10274,110,1
846,10274,116,1
847,10274,111,3
848,10274,105,2
849,10274,160,3
850,10275,146,3
851,10275,136,3
852,10275,144,3
853,10275,113,3
854,10275,145,3
855,10276,103,3
856,10276,122,1
857,10276,112,1
858,10276,152,2
859,10276,117,2
860,10277,147,3
861,10277,153,2
862,10277,131,1
863,10278,106,1
864,10279,131,2
865,10279,134,1
866,10279,101,1
867,10279,118,2
868,10279,162,1
869,10280,163,1
870,10281,119,1
871,10281,109,1
872,10281,143,1
873,10282,139,2
874,10282,150,3
875,10282,125,1
876,10283,131,2
877,10283,138,3
878,10283,130,2
879,10283,110,2
880,10283,101,1
881,10284,126,2
882,10284,109,3
883,10284,164,3
884,10285,138,2
885,10285,111,3
886,10285,151,1
887,10285,165,2
888,10286,116,1
889,10286,106,3
890,10287,137,1
891,10287,134,2
892,10287,152,2
893,10287,140,2
894,10287,146,2
895,10288,129,3
896,10289,142,1
897,10290,159,1
898,10290,150,1
899,10290,135,2
900,10291,165,1
901,10291,124,2
902,10291,155,1
903,10291,138,1
904,10291,102,3
905,10292,132,2
906,10293,164,1
907,10294,144,1
908,10294,104,2
909,10295,160,1
910,10296,151,1
911,10296,103,3
912,10296,146,3
913,10296,147,3
914,10296,163,1
915,10297,138,3
916,10298,163,3
917,10298,160,3
918,10298,119,1
919,10298,162,3
920,10299,147,2
921,10299,160,3
922,10299,133,1
923,10299,153,3
924,10299,145,2
925,10300,133,2
926,10300,157,2
927,10300,142,2
928,10300,131,1
929,10300,124,1
930,10301,142,2
931,10301,114,1
932,10301,112,2
933,10302,124,3
934,10302,147,2
935,10302,162,3
936,10302,155,3
937,10302,132,3
938,10303,141,2
939,10303,107,1
940,10304,149,1
941,10305,122,2
942,10305,129,1
943,10305,151,1
944,10306,118,3
945,10306,143,3
946,10307,135,2
947,10308,148,2
948,10308,109,2
949,10308,165,3
950,10308,143,3
951,10308,111,3
952,10309,149,1
953,10309,135,1
954,10309,104,1
955,10310,137,3
956,10310,155,3
957,10310,121,1
958,10310,115,1
959,10311,122,1
960,10311,137,1
961,10311,123,2
962,10311,158,3
963,10311,163,2
964,10312,108,3
965,10312,146,2
966,10312,117,1
967,10312,139,2
968,10312,133,1
969,10313,117,2
970,10313,113,3
971,10313,153,2
972,10313,138,3
973,10314,154,3
974,10314,117,1
975,10314,109,2
976,10315,134,3
977,10315,165,3
978,10315,106,3
979,10315,130,2
980,10315,107,1
981,10316,126,3
982,10316,151,3
983,10316,141,2
984,10317,159,2
985,10317,163,2
986,10317,154,1
987,10318,137,3
988,10318,125,2
989,10318,114,1
990,10318,143,3
991,10318,111,1
992,10319,149,3
993,10319,164,3
994,10319,144,2
995,10320,114,1
996,10320,110,1
997,10320,165,2
998,10320,101,3
999,10321,130,2
1000,10322,106,2
1001,10322,115,2
1002,10322,160,1
1003,10322,104,1
1004,10322,159,2
1005,10323,122,3
1006,10323,159,2
1007,10324,148,3
1008,10324,104,3
1009,10324,101,3
1010,10324,102,1
1011,10325,135,3
1012,10325,114,2
1013,10325,137,3
1014,10325,155,1
1015,10326,162,1
1016,10327,109,2
1017,10327,113,1
1018,10327,121,2
1019,10327,103,3
1020,10328,111,3
1021,10328,121,3
1022,10328,128,1
1023,10328,125,1
1024,10328,102,2
1025,10329,101,2
1026,10329,165,3
1027,10329,142,1
1028,10329,116,1
1029,10329,162,2
1030,10330,119,1
1031,10331,125,1
1032,10331,113,1
1033,10331,127,3
1034,10331,143,1
1035,10332,146,3
1036,10333,137,2
1037,10333,102,1
1038,10333,103,3
1039,10333,112,3
1040,10334,111,2
1041,10334,106,2
1042,10334,134,2
1043,10334,129,2
1044,10334,135,1
1045,10335,152,2
1046,10335,128,1
1047,10335,140,2
1048,10336,159,3
1049,10336,135,1
1050,10336,116,2
1051,10336,102,3
1052,10337,158,3
1053,10337,155,2
1054,10337,156,3
1055,10337,136,1
1056,10337,110,1
1057,10338,151,2
1058,10338,136,1
1059,10338,114,2
1060,10339,133,3
1061,10339,136,2
1062,10340,146,3
1063,10340,159,2
1064,10340,131,1
1065,10341,134,3
1066,10341,150,3
1067,10342,140,3
1068,10342,131,1
1069,10343,126,3
1070,10343,135,3
1071,10343,140,2
1072,10344,147,1
1073,10344,132,2
1074,10345,124,2
1075,10345,110,1
1076,10346,126,1
1077,10346,156,1
1078,10346,149,1
1079,10347,110,1
1080,10347,111,3
1081,10348,135,1
1082,10348,163,2
1083,10348,132,3
1084,10348,147,2
1085,10349,111,2
1086,10349,141,3
1087,10350,154,1
1088,10351,128,1
1089,10351,101,1
1090,10351,146,2
1091,10351,145,1
1092,10351,104,2
1093,10352,133,2
1094,10352,112,3
1095,10352,119,1
1096,10352,154,2
1097,10353,120,2
1098,10353,154,1
1099,10353,118,2
1100,10353,106,3
1101,10353,113,3
1102,10354,151,3
1103,10354,104,3
1104,10354,159,3
1105,10354,126,2
1106,10355,136,1
1107,10355,105,3
1108,10356,147,3
1109,10357,121,1
1110,10357,133,1
1111,10357,155,3
1112,10357,132,2
1113,10357,110,3
1114,10358,160,1
1115,10358,151,3
1116,10358,129,3
1117,10358,163,2
1118,10359,101,1
1119,10359,129,2
1120,10359,123,1
1121,10359,118,1
1122,10360,163,2
1123,10360,158,3
1124,10360,146,3
1125,10360,134,1
1126,10361,101,3
1127,10361,103,1
1128,10361,152,1
1129,10362,155,2
1130,10363,147,1
1131,10364,109,2
1132,10364,150,1
1133,10364,141,2
1134,10364,139,2
1135,10364,135,1
1136,10365,141,1
1137,10365,103,1
1138,10365,125,3
1139,10365,151,1
1140,10365,124,1
1141,10366,114,2
1142,10366,133,2
1143,10366,108,1
1144,10366,107,2
1145,10367,150,3
1146,10367,133,3
1147,10367,120,2
1148,10367,137,2
1149,10368,152,1
1150,10368,114,1
1151,10368,160,3
1152,10368,137,3
1153,10369,129,3
1154,10369,134,1
1155,10369,138,3
1156,10369,102,2
1157,10369,114,3
1158,10370,133,1
1159,10370,148,2
1160,10370,152,3
1161,10371,115,3
1162,10371,150,2
1163,10371,143,1
1164,10371,132,1
1165,10372,140,3
1166,10372,111,3
1167,10372,110,2
1168,10372,136,2
1169,10372,138,3
1170,10373,159,3
1171,10373,153,3
1172,10373,119,2
1173,10373,127,3
1174,10374,105,3
1175,10375,152,1
1176,10375,107,2
1177,10375,116,2
1178,10375,125,3
1179,10376,101,1
1180,10376,111,1
1181,10376,164,2
1182,10377,163,2
1183,10378,116,3
1184,10378,119,3
1185,10379,101,1
1186,10379,146,3
1187,10379,133,1
1188,10380,105,3
1189,10380,162,1
1190,10380,161,3
1191,10380,146,2
1192,10380,122,3
1193,10381,125,2
1194,10381,160,1
1195,10381,128,2
1196,10381,146,2
1197,10381,163,3
1198,10382,121,1
1199,10382,150,1
1200,10382,117,1
1201,10383,151,1
1202,10383,123,2
1203,10383,135,2
1204,10383,118,1
1205,10384,148,1
1206,10384,129,1
1207,10384,158,3
1208,10385,161,2
1209,10385,146,3
1210,10385,149,3
1211,10385,158,2
1212,10385,110,3
1213,10386,149,1
1214,10386,123,2
1215,10386,138,2
1216,10387,137,2
1217,10388,129,3
1218,10388,143,3
1219,10388,163,1
1220,10388,131,1
1221,10389,116,3
1222,10389,137,2
1223,10390,150,1
1224,10390,115,1
1225,10390,142,1
1226,10390,120,3
1227,10390,133,3
1228,10391,126,3
1229,10391,123,2
1230,10392,117,3
1231,10392,120,2
1232,10392,101,3
1233,10392,164,1
1234,10392,133,3
1235,10393,138,2
1236,10393,119,1
1237,10393,118,3
1238,10393,132,3
1239,10394,107,1
1240,10395,134,1
1241,10395,158,1
1242,10396,109,2
1243,10396,115,2
1244,10397,133,2
1245,10398,110,2
1246,10398,145,2
1247,10398,153,3
1248,10398,124,3
1249,10399,144,1
1250,10399,112,1
1251,10399,108,3
1252,10399,110,3
1253,10399,113,3
1254,10400,116,1
1255,10400,110,2
1256,10400,101,2
1257,10401,128,1
1258,10402,121,1
1259,10402,156,3
1260,10402,101,2
1261,10402,116,3
1262,10403,101,3
1263,10404,142,2
1264,10404,136,3
1265,10404,159,1
1266,10404,103,2
1267,10404,104,2
1268,10405,110,2
1269,10405,148,3
1270,10405,165,2
1271,10406,142,3
1272,10406,109,1
1273,10406,119,2
1274,10406,151,2
1275,10407,111,1
1276,10408,151,1
1277,10408,128,1
1278,10408,163,3
1279,10409,109,2
1280,10409,146,2
1281,10409,153,2
1282,10409,151,3
1283,10410,115,1
1284,10411,108,2
1285,10411,162,1
1286,10412,156,1
1287,10412,139,3
1288,10412,105,2
1289,10413,146,2
1290,10413,103,2
1291,10413,153,3
1292,10413,122,1
1293,10413,128,2
1294,10414,140,2
1295,10414,147,3
1296,10414,155,3
1297,10415,137,2
1298,10415,149,1
1299,10415,145,2
1300,10416,117,2
1301,10416,136,2
1302,10416,156,1
1303,10416,161,2
1304,10417,144,1
1305,10417,148,1
1306,10417,160,1
1307,10417,112,1
1308,10417,122,2
1309,10418,108,2
1310,10418,107,2
1311,10418,147,2
1312,10418,145,2
1313,10418,111,1
1314,10419,107,2
1315,10420,155,1
1316,10420,120,3
1317,10421,103,1
1318,10421,105,1
1319,10421,131,3
1320,10421,164,2
1321,10421,117,1
1322,10422,134,1
1323,10422,107,1
1324,10422,149,2
1325,10422,124,3
1326,10423,122,2
1327,10423,125,2
1328,10424,131,3
1329,10424,144,2
1330,10424,129,1
1331,10424,159,3
1332,10424,127,1
1333,10425,122,1
1334,10425,142,1
1335,10425,165,2
1336,10426,160,2
1337,10426,133,1
1338,10426,144,3
1339,10426,105,3
1340,10426,145,3
1341,10427,111,2
1342,10427,119,2
1343,10427,146,2
1344,10428,109,2
1345,10428,142,2
1346,10428,110,3
1347,10428,160,3
1348,10429,147,3
1349,10429,117,2
1350,10429,105,1
1351,10429,101,1
1352,10429,151,2
1353,10430,138,3
1354,10430,164,3
1355,10430,132,3
1356,10430,146,2
1357,10430,147,3
1358,10431,162,1
1359,10431,150,2
1360,10432,163,3
1361,10432,105,1
1362,10432,162,2
1363,10433,129,2
1364,10433,155,3
1365,10434,147,2
1366,10434,116,3
1367,10434,127,1
1368,10434,160,1
1369,10435,134,1
1370,10435,132,2
1371,10435,116,2
1372,10435,141,3
1373,10436,142,1
1374,10436,143,1
1375,10436,105,2
1376,10437,138,3
1377,10437,163,3
1378,10437,144,2
1379,10437,125,1
1380,10437,116,3
1381,10438,103,2
1382,10438,108,1
1383,10438,153,3
1384,10439,158,1
1385,10439,139,3
1386,10440,129,2
1387,10440,148,2
1388,10440,113,3
1389,10440,162,1
1390,10440,153,1
1391,10441,103,1
1392,10441,163,1
1393,10441,140,2
1394,10441,161,2
1395,10442,123,3
1396,10443,147,1
1397,10444,104,3
1398,10444,131,3
1399,10444,102,2
1400,10444,139,2
1401,10445,138,2
1402,10445,121,3
1403,10445,123,1
1404,10445,144,3
1405,10446,121,3
1406,10447,146,1
1407,10448,163,1
1408,10448,113,2
1409,10448,141,1
1410,10448,128,2
1411,10449,147,3
1412,10449,127,1
1413,10449,120,2
1414,10449,144,3
1415,10450,121,3
1416,10450,120,1
1417,10450,128,3
1418,10451,117,2
1419,10451,115,1
1420,10451,148,1
1421,10452,109,3
1422,10452,158,3
1423,10452,110,3
1424,10452,137,1
1425,10452,129,1
1426,10453,115,2
1427,10453,112,3
1428,10453,134,2
1429,10454,109,2
1430,10454,133,1
1431,10455,144,1
1432,10455,161,3
1433,10455,143,2
1434,10455,154,3
1435,10456,158,3
1436,10456,137,2
1437,10457,103,3
1438,10457,116,3
1439,10458,163,3
1440,10458,105,2
1441,10459,110,1
1442,10460,118,1
1443,10460,121,1
1444,10460,128,3
1445,10460,149,1
1446,10461,148,3
1447,10462,102,2
1448,10462,122,1
1449,10463,111,3
1450,10464,148,2
1451,10464,108,1
1452,10464,125,3
1453,10465,165,3
1454,10465,138,1
1455,10465,153,2
1456,10465,139,3
1457,10466,162,2
1458,10466,140,3
1459,10466,131,1
1460,10466,161,2
1461,10466,157,1
1462,10467,150,1
1463,10468,165,1
1464,10468,163,1
1465,10468,143,3
1466,10468,108,3
1467,10468,158,3
1468,10469,122,2
1469,10469,108,2
1470,10469,146,1
1471,10470,139,1
1472,10470,120,3
1473,10470,145,2
1474,10470,106,3
1475,10471,128,3
1476,10472,131,1
1477,10472,110,3
1478,10472,117,1
1479,10472,112,1
1480,10473,147,2
1481,10473,110,1
1482,10474,153,2
1483,10475,103,3
1484,10475,126,3
1485,10475,108,2
1486,10475,131,3
1487,10475,102,3
1488,10476,160,3
1489,10477,162,2
1490,10477,110,3
1491,10478,157,1
1492,10478,147,2
1493,10478,138,1
1494,10478,141,2
1495,10478,117,1
1496,10479,159,2
