order_id,customer_id,order_date,order_total
10053,295,2023-01-03 04:00:00,48156
10054,640,2023-01-03 05:00:00,7089
10055,856,2023-01-03 06:00:00,48741
10056,1306,2023-01-03 07:00:00,23733
10057,17,2023-01-03 08:00:00,35511
10058,71,2023-01-03 09:00:00,8677
10059,1293,2023-01-03 10:00:00,35028
10060,1349,2023-01-03 11:00:00,49470
10061,1818,2023-01-03 12:00:00,38710
10062,305,2023-01-03 13:00:00,26872
10063,1475,2023-01-03 14:00:00,24008
10064,1031,2023-01-03 15:00:00,15465
10065,1338,2023-01-03 16:00:00,3736
10066,817,2023-01-03 17:00:00,16111
10067,1127,2023-01-03 18:00:00,22782
10068,821,2023-01-03 19:00:00,41503
10069,193,2023-01-03 20:00:00,16329
10070,1777,2023-01-03 21:00:00,9180
10071,1598,2023-01-03 22:00:00,11840
10072,529,2023-01-03 23:00:00,31593
10073,171,2023-01-04 00:00:00,21607
10074,1561,2023-01-04 01:00:00,9648
10075,251,2023-01-04 02:00:00,43574
10076,1789,2023-01-04 03:00:00,17999
10077,1411,2023-01-04 04:00:00,18665
10078,1231,2023-01-04 05:00:00,44286
10079,541,2023-01-04 06:00:00,25726
10080,1653,2023-01-04 07:00:00,18760
10081,416,2023-01-04 08:00:00,25416
10082,794,2023-01-04 09:00:00,44410
10083,1404,2023-01-04 10:00:00,30980
10084,1168,2023-01-04 11:00:00,32691
10085,25,2023-01-04 12:00:00,10046
10086,1846,2023-01-04 13:00:00,36544
10087,668,2023-01-04 14:00:00,22421
10088,1097,2023-01-04 15:00:00,49276
10089,632,2023-01-04 16:00:00,37440
10090,1848,2023-01-04 17:00:00,46451
10091,1857,2023-01-04 18:00:00,13336
10092,1117,2023-01-04 19:00:00,9489
10093,505,2023-01-04 20:00:00,14240
10094,1622,2023-01-04 21:00:00,30680
10095,336,2023-01-04 22:00:00,13602
10096,425,2023-01-04 23:00:00,15857
10097,499,2023-01-05 00:00:00,48881
10098,1388,2023-01-05 01:00:00,30755
10099,947,2023-01-05 02:00:00,36594
10100,630,2023-01-05 03:00:00,25721
10101,1769,2023-01-05 04:00:00,1219
10102,1223,2023-01-05 05:00:00,18406
10103,718,2023-01-05 06:00:00,23640
10104,1437,2023-01-05 07:00:00,1569
10105,339,2023-01-05 08:00:00,8249
10106,659,2023-01-05 09:00:00,13435
10107,962,2023-01-05 10:00:00,38155
10108,1961,2023-01-05 11:00:00,44535
10109,429,2023-01-05 12:00:00,31220
10110,1807,2023-01-05 13:00:00,28437
10111,899,2023-01-05 14:00:00,19040
10112,139,2023-01-05 15:00:00,8444
10113,1717,2023-01-05 16:00:00,49202
10114,942,2023-01-05 17:00:00,13247
10115,542,2023-01-05 18:00:00,11005
10116,57,2023-01-05 19:00:00,46717
10117,1256,2023-01-05 20:00:00,12197
10118,658,2023-01-05 21:00:00,37407
10119,435,2023-01-05 22:00:00,15721
10120,384,2023-01-05 23:00:00,7587
10121,560,2023-01-06 00:00:00,21962
10122,194,2023-01-06 01:00:00,23289
10123,1760,2023-01-06 02:00:00,33900
10124,1672,2023-01-06 03:00:00,2699
10125,534,2023-01-06 04:00:00,47816
10126,518,2023-01-06 05:00:00,44523
10127,716,2023-01-06 06:00:00,22237
10128,751,2023-01-06 07:00:00,6573
10129,185,2023-01-06 08:00:00,17244
10130,1896,2023-01-06 09:00:00,11059
10131,292,2023-01-06 10:00:00,33195
10132,1359,2023-01-06 11:00:00,49365
10133,732,2023-01-06 12:00:00,8901
10134,116,2023-01-06 13:00:00,12159
10135,825,2023-01-06 14:00:00,42390
10136,1073,2023-01-06 15:00:00,14394
10137,685,2023-01-06 16:00:00,29660
10138,82,2023-01-06 17:00:00,29772
10139,834,2023-01-06 18:00:00,25012
10140,333,2023-01-06 19:00:00,34145
10141,557,2023-01-06 20:00:00,47043
10142,335,2023-01-06 21:00:00,21679
10143,532,2023-01-06 22:00:00,11191
10144,1984,2023-01-06 23:00:00,16610
10145,221,2023-01-07 00:00:00,35791
10146,635,2023-01-07 01:00:00,45811
10147,1770,2023-01-07 02:00:00,30345
10148,1757,2023-01-07 03:00:00,39538
10149,323,2023-01-07 04:00:00,25467
10150,1875,2023-01-07 05:00:00,28978
10151,3,2023-01-07 06:00:00,5588
10152,1718,2023-01-07 07:00:00,40832
10153,206,2023-01-07 08:00:00,7566
10154,1856,2023-01-07 09:00:00,39813
10155,40,2023-01-07 10:00:00,2821
10156,59,2023-01-07 11:00:00,46400
10157,951,2023-01-07 12:00:00,25033
10158,574,2023-01-07 13:00:00,25009
10159,644,2023-01-07 14:00:00,41598
10160,1531,2023-01-07 15:00:00,8794
10161,1596,2023-01-07 16:00:00,46821
10162,1908,2023-01-07 17:00:00,38601
10163,843,2023-01-07 18:00:00,25559
10164,1146,2023-01-07 19:00:00,31748
10165,1503,2023-01-07 20:00:00,41126
10166,619,2023-01-07 21:00:00,21203
10167,96,2023-01-07 22:00:00,38657
10168,1883,2023-01-07 23:00:00,3705
10169,1438,2023-01-08 00:00:00,35429
10170,1259,2023-01-08 01:00:00,18348
10171,898,2023-01-08 02:00:00,33911
10172,1086,2023-01-08 03:00:00,15486
10173,1280,2023-01-08 04:00:00,12128
10174,561,2023-01-08 05:00:00,38619
10175,905,2023-01-08 06:00:00,5053
10176,348,2023-01-08 07:00:00,7018
10177,671,2023-01-08 08:00:00,38991
10178,1148,2023-01-08 09:00:00,8446
10179,1506,2023-01-08 10:00:00,1110
10180,317,2023-01-08 11:00:00,4802
10181,1528,2023-01-08 12:00:00,34811
10182,719,2023-01-08 13:00:00,34734
10183,1072,2023-01-08 14:00:00,42376
10184,1433,2023-01-08 15:00:00,15156
10185,1956,2023-01-08 16:00:00,39504
10186,1160,2023-01-08 17:00:00,46987
10187,1225,2023-01-08 18:00:00,19156
10188,250,2023-01-08 19:00:00,42311
10189,314,2023-01-08 20:00:00,5036
10190,1893,2023-01-08 21:00:00,43474
10191,1392,2023-01-08 22:00:00,20356
10192,1453,2023-01-08 23:00:00,36910
10193,1854,2023-01-09 00:00:00,45330
10194,807,2023-01-09 01:00:00,16947
10195,1504,2023-01-09 02:00:00,46323
10196,1338,2023-01-09 03:00:00,33827
10197,1524,2023-01-09 04:00:00,35001
10198,1745,2023-01-09 05:00:00,9361
10199,1379,2023-01-09 06:00:00,20778
10200,485,2023-01-09 07:00:00,2042
10201,1235,2023-01-09 08:00:00,42731
10202,1728,2023-01-09 09:00:00,2915
10203,44,2023-01-09 10:00:00,44251
10204,1565,2023-01-09 11:00:00,13405
10205,571,2023-01-09 12:00:00,22101
10206,583,2023-01-09 13:00:00,38655
10207,1116,2023-01-09 14:00:00,22063
10208,1289,2023-01-09 15:00:00,41455
10209,895,2023-01-09 16:00:00,7143
10210,220,2023-01-09 17:00:00,48935
10211,1926,2023-01-09 18:00:00,24544
10212,925,2023-01-09 19:00:00,11746
10213,1466,2023-01-09 20:00:00,2958
10214,401,2023-01-09 21:00:00,6528
10215,1424,2023-01-09 22:00:00,38715
10216,727,2023-01-09 23:00:00,35216
10217,991,2023-01-10 00:00:00,6806
10218,899,2023-01-10 01:00:00,41519
10219,1813,2023-01-10 02:00:00,41360
10220,1600,2023-01-10 03:00:00,28178
10221,858,2023-01-10 04:00:00,25408
10222,804,2023-01-10 05:00:00,12863
10223,490,2023-01-10 06:00:00,14566
10224,1509,2023-01-10 07:00:00,49397
10225,1781,2023-01-10 08:00:00,49044
10226,1494,2023-01-10 09:00:00,33211
10227,1598,2023-01-10 10:00:00,689
10228,938,2023-01-10 11:00:00,12252
10229,844,2023-01-10 12:00:00,7982
10230,1706,2023-01-10 13:00:00,17179
10231,1469,2023-01-10 14:00:00,25052
10232,1293,2023-01-10 15:00:00,1299
10233,267,2023-01-10 16:00:00,25881
10234,54,2023-01-10 17:00:00,10434
10235,528,2023-01-10 18:00:00,19584
10236,1544,2023-01-10 19:00:00,42056
10237,616,2023-01-10 20:00:00,10409
10238,1083,2023-01-10 21:00:00,26431
10239,1849,2023-01-10 22:00:00,45683
10240,1064,2023-01-10 23:00:00,26368
10241,1261,2023-01-11 00:00:00,44058
10242,955,2023-01-11 01:00:00,14346
10243,386,2023-01-11 02:00:00,22757
10244,1630,2023-01-11 03:00:00,28513
10245,734,2023-01-11 04:00:00,37982
10246,716,2023-01-11 05:00:00,23375
10247,650,2023-01-11 06:00:00,25217
10248,300,2023-01-11 07:00:00,11908
10249,395,2023-01-11 08:00:00,36107
10250,1231,2023-01-11 09:00:00,36781
10251,1360,2023-01-11 10:00:00,27826
10252,593,2023-01-11 11:00:00,14101
10253,1754,2023-01-11 12:00:00,1635
10254,514,2023-01-11 13:00:00,23241
10255,1202,2023-01-11 14:00:00,12413
10256,396,2023-01-11 15:00:00,10601
10257,371,2023-01-11 16:00:00,19131
10258,858,2023-01-11 17:00:00,7048
10259,791,2023-01-11 18:00:00,37784
10260,658,2023-01-11 19:00:00,37370
10261,1342,2023-01-11 20:00:00,49485
10262,736,2023-01-11 21:00:00,27715
10263,1393,2023-01-11 22:00:00,37779
10264,384,2023-01-11 23:00:00,19715
10265,62,2023-01-12 00:00:00,26082
10266,1830,2023-01-12 01:00:00,14524
10267,505,2023-01-12 02:00:00,11913
10268,239,2023-01-12 03:00:00,16819
10269,195,2023-01-12 04:00:00,19946
10270,678,2023-01-12 05:00:00,45983
10271,1987,2023-01-12 06:00:00,41243
10272,1246,2023-01-12 07:00:00,32536
10273,61,2023-01-12 08:00:00,13121
10274,1153,2023-01-12 09:00:00,11011
10275,990,2023-01-12 10:00:00,20423
10276,685,2023-01-12 11:00:00,11058
10277,156,2023-01-12 12:00:00,32735
10278,1941,2023-01-12 13:00:00,1026
10279,1402,2023-01-12 14:00:00,2253
10280,1646,2023-01-12 15:00:00,26748
10281,1805,2023-01-12 16:00:00,15156
10282,923,2023-01-12 17:00:00,23766
10283,868,2023-01-12 18:00:00,10720
10284,903,2023-01-12 19:00:00,18538
10285,1814,2023-01-12 20:00:00,13241
10286,1610,2023-01-12 21:00:00,5341
10287,999,2023-01-12 22:00:00,37309
10288,1461,2023-01-12 23:00:00,31075
10289,975,2023-01-13 00:00:00,42233
10290,1231,2023-01-13 01:00:00,14918
10291,388,2023-01-13 02:00:00,37685
10292,1504,2023-01-13 03:00:00,42245
10293,1815,2023-01-13 04:00:00,28381
10294,887,2023-01-13 05:00:00,15087
10295,838,2023-01-13 06:00:00,22768
10296,1364,2023-01-13 07:00:00,948
10297,1893,2023-01-13 08:00:00,37853
10298,340,2023-01-13 09:00:00,46019
10299,204,2023-01-13 10:00:00,8608
10300,161,2023-01-13 11:00:00,48802
10301,1564,2023-01-13 12:00:00,11943
10302,392,2023-01-13 13:00:00,22935
10303,769,2023-01-13 14:00:00,33562
10304,1701,2023-01-13 15:00:00,1738
10305,575,2023-01-13 16:00:00,15821
10306,534,2023-01-13 17:00:00,16574
10307,1094,2023-01-13 18:00:00,13549
10308,893,2023-01-13 19:00:00,36084
10309,405,2023-01-13 20:00:00,1598
10310,608,2023-01-13 21:00:00,15179
10311,1699,2023-01-13 22:00:00,35005
10312,1615,2023-01-13 23:00:00,36033
10313,1541,2023-01-14 00:00:00,47498
10314,828,2023-01-14 01:00:00,11934
10315,1144,2023-01-14 02:00:00,45359
10316,1838,2023-01-14 03:00:00,33678
10317,690,2023-01-14 04:00:00,28075
10318,1712,2023-01-14 05:00:00,19829
10319,902,2023-01-14 06:00:00,38054
10320,1241,2023-01-14 07:00:00,42337
10321,56,2023-01-14 08:00:00,18993
10322,366,2023-01-14 09:00:00,22330
10323,1723,2023-01-14 10:00:00,39103
10324,1528,2023-01-14 11:00:00,35254
10325,1768,2023-01-14 12:00:00,8626
10326,1791,2023-01-14 13:00:00,42338
10327,1949,2023-01-14 14:00:00,40568
10328,455,2023-01-14 15:00:00,22593
10329,104,2023-01-14 16:00:00,48816
10330,77,2023-01-14 17:00:00,35671
10331,230,2023-01-14 18:00:00,8762
10332,1938,2023-01-14 19:00:00,43770
10333,1282,2023-01-14 20:00:00,21285
10334,1288,2023-01-14 21:00:00,39969
10335,331,2023-01-14 22:00:00,3795
10336,1206,2023-01-14 23:00:00,16187
10337,893,2023-01-15 00:00:00,46143
10338,1792,2023-01-15 01:00:00,2621
10339,1574,2023-01-15 02:00:00,4082
10340,688,2023-01-15 03:00:00,47745
10341,27,2023-01-15 04:00:00,30780
10342,1300,2023-01-15 05:00:00,43089
10343,1676,2023-01-15 06:00:00,38968
10344,299,2023-01-15 07:00:00,40500
10345,957,2023-01-15 08:00:00,37556
10346,799,2023-01-15 09:00:00,32172
10347,1115,2023-01-15 10:00:00,1585
10348,480,2023-01-15 11:00:00,16391
10349,573,2023-01-15 12:00:00,16100
10350,458,2023-01-15 13:00:00,32958
10351,1475,2023-01-15 14:00:00,9145
10352,365,2023-01-15 15:00:00,42078
10353,859,2023-01-15 16:00:00,42096
10354,1699,2023-01-15 17:00:00,5374
10355,351,2023-01-15 18:00:00,14267
10356,1679,2023-01-15 19:00:00,27325
10357,1424,2023-01-15 20:00:00,11413
10358,253,2023-01-15 21:00:00,16715
10359,781,2023-01-15 22:00:00,19233
10360,1905,2023-01-15 23:00:00,14832
10361,803,2023-01-16 00:00:00,4932
10362,1012,2023-01-16 01:00:00,23059
10363,459,2023-01-16 02:00:00,27070
10364,1723,2023-01-16 03:00:00,40533
10365,917,2023-01-16 04:00:00,6603
10366,499,2023-01-16 05:00:00,44280
10367,950,2023-01-16 06:00:00,16400
10368,1995,2023-01-16 07:00:00,2531
10369,1950,2023-01-16 08:00:00,18133
10370,508,2023-01-16 09:00:00,23692
10371,1328,2023-01-16 10:00:00,20440
10372,501,2023-01-16 11:00:00,41787
10373,803,2023-01-16 12:00:00,9488
10374,598,2023-01-16 13:00:00,38567
10375,166,2023-01-16 14:00:00,13452
10376,1439,2023-01-16 15:00:00,27869
10377,462,2023-01-16 16:00:00,36362
10378,920,2023-01-16 17:00:00,3477
10379,114,2023-01-16 18:00:00,38993
10380,1457,2023-01-16 19:00:00,1768
10381,992,2023-01-16 20:00:00,49429
10382,1380,2023-01-16 21:00:00,17256
10383,1952,2023-01-16 22:00:00,21264
10384,1719,2023-01-16 23:00:00,40885
10385,207,2023-01-17 00:00:00,15532
10386,1792,2023-01-17 01:00:00,29978
10387,1259,2023-01-17 02:00:00,46202
10388,1466,2023-01-17 03:00:00,12385
10389,1379,2023-01-17 04:00:00,10296
10390,515,2023-01-17 05:00:00,39547
10391,1232,2023-01-17 06:00:00,33363
10392,709,2023-01-17 07:00:00,15978
10393,1877,2023-01-17 08:00:00,32617
10394,1149,2023-01-17 09:00:00,21253
10395,138,2023-01-17 10:00:00,20825
10396,339,2023-01-17 11:00:00,7521
10397,537,2023-01-17 12:00:00,15685
10398,68,2023-01-17 13:00:00,6368
10399,1597,2023-01-17 14:00:00,13571
10400,1565,2023-01-17 15:00:00,8541
10401,383,2023-01-17 16:00:00,17015
10402,19,2023-01-17 17:00:00,44575
10403,683,2023-01-17 18:00:00,40558
10404,1474,2023-01-17 19:00:00,48763
10405,74,2023-01-17 20:00:00,26466
10406,573,2023-01-17 21:00:00,39784
10407,939,2023-01-17 22:00:00,42609
10408,1689,2023-01-17 23:00:00,44970
10409,1300,2023-01-18 00:00:00,22790
10410,1072,2023-01-18 01:00:00,31202
10411,211,2023-01-18 02:00:00,28723
10412,855,2023-01-18 03:00:00,34075
10413,1944,2023-01-18 04:00:00,46299
10414,651,2023-01-18 05:00:00,49702
10415,1646,2023-01-18 06:00:00,44668
10416,994,2023-01-18 07:00:00,22161
10417,695,2023-01-18 08:00:00,16939
10418,540,2023-01-18 09:00:00,36932
10419,1733,2023-01-18 10:00:00,34011
10420,1215,2023-01-18 11:00:00,31647
10421,1339,2023-01-18 12:00:00,29614
10422,901,2023-01-18 13:00:00,6530
10423,1587,2023-01-18 14:00:00,25015
10424,1685,2023-01-18 15:00:00,47929
10425,780,2023-01-18 16:00:00,48243
10426,1586,2023-01-18 17:00:00,30833
10427,1924,2023-01-18 18:00:00,579
10428,1782,2023-01-18 19:00:00,48077
10429,1137,2023-01-18 20:00:00,29548
10430,170,2023-01-18 21:00:00,45400
10431,1492,2023-01-18 22:00:00,3466
10432,1702,2023-01-18 23:00:00,48802
10433,1945,2023-01-19 00:00:00,4228
10434,1038,2023-01-19 01:00:00,37804
10435,1739,2023-01-19 02:00:00,49777
10436,288,2023-01-19 03:00:00,39081
10437,1931,2023-01-19 04:00:00,25294
10438,189,2023-01-19 05:00:00,1447
10439,914,2023-01-19 06:00:00,13065
10440,1179,2023-01-19 07:00:00,16344
10441,1591,2023-01-19 08:00:00,1094
10442,694,2023-01-19 09:00:00,21914
10443,1746,2023-01-19 10:00:00,31190
10444,888,2023-01-19 11:00:00,17024
10445,471,2023-01-19 12:00:00,27969
10446,1099,2023-01-19 13:00:00,19939
10447,277,2023-01-19 14:00:00,26706
10448,940,2023-01-19 15:00:00,47285
10449,1669,2023-01-19 16:00:00,37473
10450,1367,2023-01-19 17:00:00,22055
10451,1449,2023-01-19 18:00:00,8282
10452,571,2023-01-19 19:00:00,3160
10453,1535,2023-01-19 20:00:00,49281
10454,857,2023-01-19 21:00:00,40124
10455,1001,2023-01-19 22:00:00,6589
10456,1206,2023-01-19 23:00:00,5818
10457,458,2023-01-20 00:00:00,27105
10458,918,2023-01-20 01:00:00,29900
10459,1875,2023-01-20 02:00:00,15905
10460,833,2023-01-20 03:00:00,30709
10461,1088,2023-01-20 04:00:00,8562
10462,839,2023-01-20 05:00:00,17924
10463,1284,2023-01-20 06:00:00,41774
10464,193,2023-01-20 07:00:00,24487
10465,1679,2023-01-20 08:00:00,44919
10466,616,2023-01-20 09:00:00,21056
10467,1996,2023-01-20 10:00:00,28101
10468,406,2023-01-20 11:00:00,19830
10469,1750,2023-01-20 12:00:00,16230
10470,1778,2023-01-20 13:00:00,3736
10471,943,2023-01-20 14:00:00,4180
10472,721,2023-01-20 15:00:00,30812
10473,93,2023-01-20 16:00:00,48651
10474,430,2023-01-20 17:00:00,21691
10475,654,2023-01-20 18:00:00,44566
10476,1458,2023-01-20 19:00:00,18421
10477,1428,2023-01-20 20:00:00,37140
10478,434,2023-01-20 21:00:00,35135
10479,1136,2023-01-20 22:00:00,49088
10480,1953,2023-01-20 23:00:00,37188
10481,375,2023-01-21 00:00:00,6193
10482,1083,2023-01-21 01:00:00,20766
10483,1067,2023-01-21 02:00:00,44216
10484,207,2023-01-21 03:00:00,26988
10485,780,2023-01-21 04:00:00,24622
10486,1320,2023-01-21 05:00:00,41724
10487,1142,2023-01-21 06:00:00,29504
10488,532,2023-01-21 07:00:00,6831
10489,1246,2023-01-21 08:00:00,22066
10490,166,2023-01-21 09:00:00,46375
10491,643,2023-01-21 10:00:00,42762
10492,1180,2023-01-21 11:00:00,47121
10493,1208,2023-01-21 12:00:00,42654
10494,90,2023-01-21 13:00:00,41399
10495,1118,2023-01-21 14:00:00,45064
10496,13,2023-01-21 15:00:00,21278
10497,973,2023-01-21 16:00:00,34426
10498,1858,2023-01-21 17:00:00,21251
10499,805,2023-01-21 18:00:00,18028
10500,945,2023-01-21 19:00:00,568
10501,742,2023-01-21 20:00:00,4217
10502,1858,2023-01-21 21:00:00,15718
10503,1828,2023-01-21 22:00:00,44468
10504,1462,2023-01-21 23:00:00,25902
10505,1562,2023-01-22 00:00:00,49123
10506,1611,2023-01-22 01:00:00,32143
10507,1992,2023-01-22 02:00:00,42629
10508,876,2023-01-22 03:00:00,48960
10509,1960,2023-01-22 04:00:00,29652
10510,1835,2023-01-22 05:00:00,12026
10511,1174,2023-01-22 06:00:00,27416
10512,660,2023-01-22 07:00:00,43475
10513,1032,2023-01-22 08:00:00,26528
10514,1053,2023-01-22 09:00:00,27209
10515,296,2023-01-22 10:00:00,42499
10516,986,2023-01-22 11:00:00,15563
10517,926,2023-01-22 12:00:00,5223
10518,1745,2023-01-22 13:00:00,4713
10519,640,2023-01-22 14:00:00,23297
10520,340,2023-01-22 15:00:00,36734
10521,628,2023-01-22 16:00:00,19910
10522,439,2023-01-22 17:00:00,23882
10523,1168,2023-01-22 18:00:00,45717
10524,942,2023-01-22 19:00:00,3247
10525,830,2023-01-22 20:00:00,24155
10526,1771,2023-01-22 21:00:00,30848
10527,519,2023-01-22 22:00:00,12954
10528,976,2023-01-22 23:00:00,13087
10529,1069,2023-01-23 00:00:00,23055
10530,955,2023-01-23 01:00:00,28571
10531,1263,2023-01-23 02:00:00,20739
10532,952,2023-01-23 03:00:00,32102
10533,944,2023-01-23 04:00:00,49651
10534,155,2023-01-23 05:00:00,2703
10535,1205,2023-01-23 06:00:00,14135
10536,1239,2023-01-23 07:00:00,1644
10537,88,2023-01-23 08:00:00,33199
10538,1280,2023-01-23 09:00:00,19583
10539,1535,2023-01-23 10:00:00,26627
10540,1097,2023-01-23 11:00:00,12713
10541,931,2023-01-23 12:00:00,17444
10542,179,2023-01-23 13:00:00,1687
10543,212,2023-01-23 14:00:00,3633
10544,1829,2023-01-23 15:00:00,3911
10545,1258,2023-01-23 16:00:00,34957
10546,465,2023-01-23 17:00:00,37675
10547,1775,2023-01-23 18:00:00,35691
10548,1247,2023-01-23 19:00:00,7228
10549,631,2023-01-23 20:00:00,34244
10550,825,2023-01-23 21:00:00,23381
10551,1288,2023-01-23 22:00:00,13301
10552,1231,2023-01-23 23:00:00,11048
10553,607,2023-01-24 00:00:00,33386
10554,885,2023-01-24 01:00:00,34810
10555,1758,2023-01-24 02:00:00,19927
10556,366,2023-01-24 03:00:00,1472
10557,276,2023-01-24 04:00:00,34183
10558,380,2023-01-24 05:00:00,7121
10559,1767,2023-01-24 06:00:00,26513
10560,1333,2023-01-24 07:00:00,15030
10561,1655,2023-01-24 08:00:00,7854
10562,1292,2023-01-24 09:00:00,47029
10563,945,2023-01-24 10:00:00,37859
10564,1809,2023-01-24 11:00:00,23723
10565,1088,2023-01-24 12:00:00,41732
10566,810,2023-01-24 13:00:00,13050
10567,1374,2023-01-24 14:00:00,23160
10568,925,2023-01-24 15:00:00,31529
10569,1939,2023-01-24 16:00:00,30768
10570,494,2023-01-24 17:00:00,47619
10571,1547,2023-01-24 18:00:00,26840
10572,1122,2023-01-24 19:00:00,4790
10573,1970,2023-01-24 20:00:00,30638
10574,1095,2023-01-24 21:00:00,6946
10575,364,2023-01-24 22:00:00,13932
10576,570,2023-01-24 23:00:00,2022
10577,1826,2023-01-25 00:00:00,33829
10578,763,2023-01-25 01:00:00,4040
10579,276,2023-01-25 02:00:00,12828
10580,50,2023-01-25 03:00:00,34747
10581,1382,2023-01-25 04:00:00,7177
10582,728,2023-01-25 05:00:00,42116
10583,906,2023-01-25 06:00:00,26447
10584,928,2023-01-25 07:00:00,46034
10585,564,2023-01-25 08:00:00,14020
10586,783,2023-01-25 09:00:00,45211
10587,485,2023-01-25 10:00:00,23305
10588,1108,2023-01-25 11:00:00,30944
10589,1923,2023-01-25 12:00:00,20643
10590,1829,2023-01-25 13:00:00,10792
10591,1662,2023-01-25 14:00:00,43344
10592,1832,2023-01-25 15:00:00,16517
10593,584,2023-01-25 16:00:00,25823
10594,1320,2023-01-25 17:00:00,41923
10595,236,2023-01-25 18:00:00,42213
10596,56,2023-01-25 19:00:00,22820
10597,1943,2023-01-25 20:00:00,9274
10598,360,2023-01-25 21:00:00,2705
10599,1931,2023-01-25 22:00:00,12842
10600,110,2023-01-25 23:00:00,4527
10601,192,2023-01-26 00:00:00,16827
10602,904,2023-01-26 01:00:00,21700
10603,1117,2023-01-26 02:00:00,7688
10604,862,2023-01-26 03:00:00,3308
10605,568,2023-01-26 04:00:00,14351
10606,1084,2023-01-26 05:00:00,15854
10607,650,2023-01-26 06:00:00,15558
10608,39,2023-01-26 07:00:00,15120
10609,1564,2023-01-26 08:00:00,31730
10610,1073,2023-01-26 09:00:00,37181
10611,1444,2023-01-26 10:00:00,18303
10612,637,2023-01-26 11:00:00,2667
10613,1037,2023-01-26 12:00:00,2644
10614,36,2023-01-26 13:00:00,2667
10615,101,2023-01-26 14:00:00,43020
10616,1818,2023-01-26 15:00:00,42636
10617,1110,2023-01-26 16:00:00,26344
10618,1540,2023-01-26 17:00:00,28663
10619,1247,2023-01-26 18:00:00,23420
10620,1362,2023-01-26 19:00:00,18050
10621,1984,2023-01-26 20:00:00,36843
10622,166,2023-01-26 21:00:00,18754
10623,383,2023-01-26 22:00:00,49811
10624,1880,2023-01-26 23:00:00,40511
10625,1919,2023-01-27 00:00:00,20647
10626,1400,2023-01-27 01:00:00,13426
10627,1495,2023-01-27 02:00:00,34323
10628,790,2023-01-27 03:00:00,49985
10629,1666,2023-01-27 04:00:00,24491
10630,31,2023-01-27 05:00:00,42351
10631,1399,2023-01-27 06:00:00,28063
10632,11,2023-01-27 07:00:00,31188
10633,1326,2023-01-27 08:00:00,29523
10634,96,2023-01-27 09:00:00,34630
10635,1214,2023-01-27 10:00:00,1425
10636,453,2023-01-27 11:00:00,16821
10637,192,2023-01-27 12:00:00,11269
10638,486,2023-01-27 13:00:00,37248
10639,1290,2023-01-27 14:00:00,40528
10640,1448,2023-01-27 15:00:00,16651
10641,1152,2023-01-27 16:00:00,11097
10642,238,2023-01-27 17:00:00,34687
10643,1944,2023-01-27 18:00:00,44335
10644,1379,2023-01-27 19:00:00,559
10645,1964,2023-01-27 20:00:00,35792
10646,1136,2023-01-27 21:00:00,20681
10647,1852,2023-01-27 22:00:00,27735
10648,1470,2023-01-27 23:00:00,29172
10649,1367,2023-01-28 00:00:00,2078
10650,1169,2023-01-28 01:00:00,45866
